vid,email,firstname,lastname,createdate,lastmodifieddate,hs_lead_status,lifecyclestage,hs_analytics_source,country,company,jobtitle,num_associated_deals,stripe_customer_id,auth_user_id
900041,lead41@example.com,Lead41,Prospect,2024-09-10T10:19:47Z,2025-03-04T14:19:46Z,NEW,salesqualifiedlead,Organic Search,NG,Prospect Co 41,CEO,0,,
900042,lead42@example.com,Lead42,Prospect,2024-02-09T07:09:33Z,2025-02-27T23:27:32Z,OPEN,salesqualifiedlead,Google Ads,US,Prospect Co 42,CTO,0,,
900043,lead43@example.com,Lead43,Prospect,2025-05-23T14:52:52Z,2025-06-26T11:06:54Z,OPEN,lead,Google Ads,US,Prospect Co 43,CEO,0,,
900044,lead44@example.com,Lead44,Prospect,2025-05-11T18:10:37Z,2025-05-28T22:13:52Z,IN_PROGRESS,salesqualifiedlead,Organic Search,US,Prospect Co 44,Operations Lead,0,,
900045,lead45@example.com,Lead45,Prospect,2024-07-13T03:30:03Z,2025-05-16T17:55:29Z,NEW,marketingqualifiedlead,Product Hunt,NG,Prospect Co 45,CEO,0,,
900046,lead46@example.com,Lead46,Prospect,2024-04-18T03:06:37Z,2024-08-31T01:09:15Z,OPEN,lead,Google Ads,NG,Prospect Co 46,CEO,0,,
900047,lead47@example.com,Lead47,Prospect,2024-06-28T21:17:14Z,2025-06-10T17:34:49Z,IN_PROGRESS,salesqualifiedlead,Organic Search,NG,Prospect Co 47,Analyst,0,,
900048,lead48@example.com,Lead48,Prospect,2024-08-01T16:56:43Z,2024-08-11T06:13:14Z,IN_PROGRESS,salesqualifiedlead,Google Ads,NG,Prospect Co 48,Freelancer,0,,
900049,lead49@example.com,Lead49,Prospect,2025-01-06T04:57:18Z,2025-03-30T12:21:03Z,IN_PROGRESS,salesqualifiedlead,Google Ads,KE,Prospect Co 49,Freelancer,0,,
900050,lead50@example.com,Lead50,Prospect,2024-05-18T12:08:40Z,2025-02-08T18:43:26Z,NEW,lead,Referral,GH,Prospect Co 50,Operations Lead,0,,
900051,lead51@example.com,Lead51,Prospect,2025-06-12T04:01:15Z,2025-06-25T14:53:40Z,IN_PROGRESS,lead,Google Ads,BR,Prospect Co 51,CTO,0,,
900052,lead52@example.com,Lead52,Prospect,2024-10-24T11:32:41Z,2025-01-26T06:49:40Z,NEW,marketingqualifiedlead,Organic Search,CA,Prospect Co 52,Analyst,0,,
900053,lead53@example.com,Lead53,Prospect,2024-03-22T07:39:40Z,2025-02-01T11:02:04Z,NEW,salesqualifiedlead,Linkedin Ads,NG,Prospect Co 53,Marketing Manager,0,,
900054,lead54@example.com,Lead54,Prospect,2024-11-19T11:20:45Z,2025-05-13T22:34:59Z,OPEN,marketingqualifiedlead,Google Ads,BR,Prospect Co 54,Designer,0,,
900055,lead55@example.com,Lead55,Prospect,2025-06-17T06:19:40Z,2025-06-25T01:37:39Z,OPEN,lead,Google Ads,NG,Prospect Co 55,Freelancer,0,,
900056,lead56@example.com,Lead56,Prospect,2025-05-31T23:59:37Z,2025-06-04T22:27:37Z,IN_PROGRESS,lead,Google Ads,NG,Prospect Co 56,Founder,0,,
900057,lead57@example.com,Lead57,Prospect,2024-06-09T03:43:27Z,2024-10-30T15:11:17Z,NEW,salesqualifiedlead,Product Hunt,IN,Prospect Co 57,Analyst,0,,
900058,lead58@example.com,Lead58,Prospect,2024-04-26T14:46:56Z,2024-05-29T08:00:08Z,NEW,lead,Linkedin Ads,US,Prospect Co 58,CTO,0,,
900059,lead59@example.com,Lead59,Prospect,2025-03-15T06:51:20Z,2025-03-21T02:09:00Z,IN_PROGRESS,marketingqualifiedlead,Organic Search,GH,Prospect Co 59,Software Engineer,0,,
